ID Jugador;ID_Equipo;Partidos_Jugados;Puntos;Asistencias;Reb_Off;Reb_Def;Rebotes;T2%;T3%;T1%;%_Pts_T2;%_Pts_T3;%_Pts_T1;Robos;Perdidas;Tapones;Tapones_Recibidos;Faltas_Cometidas;Faltas_Recibidas;Valoracion_PIR;eFG%;TS%;3PAr;AST_TO_Ratio;PPM;Game_Score;Minutos_Dec;Puntos_totales;Asistencias_totales;Rebotes_totales;Robos_totales;Tapones_totales;Perdidas_totales;Triples_metidos_totales;Tiros_media_distancia_metidos_totales;valoracion_total
10389;ASV;18;7,44;1,22;0,06;1;1,06;39,8;42,13;91,04;31,45;60,48;8,2;0,5;1,5;0;0,56;1,83;1,22;3,67;52,62;54,75;0,548;0,81;0,36;3,4;20,71;134;22;19;9;0;27;27;21;66
5763;IST, MCO;43;3,12;0,61;0,21;1;1,21;40,25;40,81;71,47;31,25;53,83;14,9;0,44;0,4;0,07;0,09;1,33;0,86;2,77;51,39;54,38;0,531;1,53;0,32;2,09;9,8;134;26;52;19;3;17;24;21;119
BUV;LIE;34;3,91;0,44;0,68;1,21;1,88;32,69;35,29;72,97;25,56;54,14;20,3;0,68;0,71;0,03;0,24;2,5;1,47;2,35;44,17;48,8;0,567;0,62;0,24;1,94;16,51;133;15;64;23;1;24;24;17;80
9847;OLY, TEL;31;4,29;0,61;0,84;2,29;3,13;57,6;26,84;79,73;45,11;43,1;11,99;0,51;1,09;0,71;0,13;2,03;0,87;4,36;47,59;50,35;0,578;0,56;0,25;2,89;17,28;133;19;97;16;22;34;19;30;135
AOY;TEL;38;3,5;0,95;0,29;1,34;1,63;49,34;27,87;75,7;49,73;27,01;23,33;0,5;0,39;0,03;0,05;1,29;0,92;3,82;46,39;51,94;0,391;2,4;0,28;2,72;12,39;133;36;62;19;1;15;12;33;145
4179;BES, DARUSSAFAKA TEKFEN ISTANBUL;26;5,11;2,08;0,19;1,23;1,42;44,18;34,82;77,04;34,6;47,23;17,99;0,31;0,81;0,04;0,12;1,54;1,54;5,15;48,49;52,82;0,536;2,56;0,36;3,53;14,3;133;54;37;8;1;21;21;23;134
4229;PAR;33;4,03;0,76;1,54;1,82;3,37;41,55;0;68,02;63,1;0;36,81;0,39;1,36;0,18;0,27;2,73;2,24;4,12;41,55;50,13;0;0,56;0,27;2,34;14,76;133;25;111;13;6;45;0;42;136
11223;DYR;17;7,82;1,41;0,12;0,59;0,71;55,21;43,97;88,68;40,66;47,57;12,02;0,47;0,88;0,12;0,35;2,24;0,76;4,82;60,53;63,41;0,495;1,6;0,52;4,94;15,05;133;24;12;8;2;15;21;27;82
BWZ;BAS;15;8,8;0,4;0,4;1,4;1,8;50;30,72;75;63,64;16,02;20,45;0,07;1,4;0,53;0,13;2,33;2,93;6,2;49,16;53,75;0,215;0,29;0,54;3,97;16,17;132;6;27;1;8;21;7;42;93
7013;PAN;10;13,1;1;0,5;2,3;2,8;44,56;21,86;87,62;56,47;11,52;32,09;0,6;1,9;0;1;2,8;3,7;8,5;42;51,52;0,217;0,53;0,5;6,44;26,31;131;10;28;6;0;19;5;37;85
LTS;BAR;20;6,55;0,65;0,8;3,25;4,05;57,16;34,39;69,28;42,78;50,38;6,89;0,7;1,05;0,55;0,1;1,05;0,55;7,5;54;55,17;0,566;0,62;0,34;5,12;19,49;131;13;81;14;11;21;22;28;150
10750;PAM;34;3,86;2,03;0,41;0,89;1,3;44,31;38,62;72,04;36,58;43,38;19,84;0,38;1,21;0,18;0,06;1,41;1,15;4,14;50,78;55,04;0,476;1,68;0,36;2,82;10,72;131;69;44;13;6;41;19;24;141
11631;BER;36;3,61;1,06;0,92;0,83;1,75;53,23;23,71;60,4;62,99;22,9;13,93;0,5;0,98;0;0,25;1,91;0,89;2,44;47,01;49,26;0,352;1,08;0,3;2,13;12,19;130;38;63;18;0;35;10;41;88
12515;MCO;65;2;0,45;0,66;1,23;1,89;57,22;42,59;72,41;40,35;46,12;13,85;0,6;0,15;0,17;0,01;1,31;0,46;3,26;60,6;62,69;0,506;2,98;0,22;2,43;9,27;130;29;123;39;11;10;20;26;212
KZA;MIL;10;13;3;0,4;2,6;3;51,61;28,57;88,24;49,23;27,69;23,08;1,8;1,4;0,1;0,2;3,1;3,2;13;48,08;54,64;0,404;2,14;0,44;9,71;29,24;130;30;30;18;1;14;12;32;130
14102;IST;36;3,61;0,47;1,14;2,39;3,53;92;0;67,24;89,2;0;10,8;0,53;0,47;1,25;0;1,72;0,53;7,39;92;90,02;0;1;0,23;5,04;15,46;130;17;127;19;45;17;0;58;266
14162;MUN;11;11,73;2,91;0,36;1,64;2;50;30,08;81,42;32,57;37,08;30,26;0,27;2,55;0,18;0;2,82;4,18;9,82;47,28;55,55;0,558;1,14;0,51;6,2;23,07;129;32;22;3;2;28;16;21;108
1899;MAL;20;6,45;0,7;0,9;1,35;2,25;43,82;34,2;96;49,6;32,62;17,88;0,65;0,75;0,15;0,1;1,4;1,7;6,2;46,51;51,77;0,36;0,94;0,36;4,33;17,95;129;14;45;13;3;15;14;32;124
8062;BAM, BER;24;5,38;3,46;0,25;1,33;1,59;55,14;37,07;100;40,23;56,02;3,92;0,59;1,16;0,08;0,25;1,21;0,67;6,54;55,41;56,44;0,58;2,97;0,31;4,93;17,56;129;83;38;14;2;28;24;26;157
2971;DARUSSAFAKA TEKFEN ISTANBUL, KSK;30;4,3;0,86;0,66;1,03;1,7;45,63;33,15;74,73;49,59;30,1;20,27;0,27;1,1;0;0,27;1,6;1,77;3,5;47,09;51,79;0,358;0,78;0,35;2,14;12,42;129;26;51;8;0;33;13;32;105
JNN;BAM, MAD;31;4,16;0,84;0,84;1,74;2,58;44,71;21,41;47,37;71,37;13,93;14,7;0,32;0,87;0,16;0,29;1,36;1,36;3,68;42,02;43,42;0,214;0,96;0,31;2,32;13,25;129;26;80;10;5;27;6;46;114
JQS;MIL;25;5,12;0,28;1,64;2,36;4;50,46;0;49,09;79,63;0;20,32;0,32;0,96;0;0,48;2,96;2,36;4,56;49,96;51,07;0,01;0,29;0,33;2,88;15,51;128;7;100;8;0;24;0;51;114
BHN;CED;10;12,8;1,3;1,7;3,2;4,9;66,13;42,11;91,67;64,06;18,75;17,19;0,5;1,4;0,3;0,3;2,4;2,7;15;65,43;69,9;0,235;0,93;0,4;10,42;31,72;128;13;49;5;3;14;8;41;150
3529;NIK, SIE;11;11,55;0,91;1,36;2,91;4,27;49,41;22,22;80,65;66,14;14,17;19,69;1,36;1,36;0,55;0,64;1,64;2,73;11,36;45,54;50,54;0,241;0,67;0,43;8,14;26,9;127;10;47;15;6;15;6;42;125
4381;UNK;25;5,08;2,64;0,16;1,4;1,56;51,61;52,94;87,5;25,2;63,78;11,02;0,48;1,2;0,04;0,12;1,28;1,16;6,72;68,9;71,32;0,622;2,2;0,35;4,62;14,41;127;66;39;12;1;30;27;16;168
4422;OLY;25;5,08;0,24;0,92;1,8;2,72;55,06;51,02;72,82;84,94;2,36;12,61;0,04;0,84;0,36;0,28;2,2;0,84;3,92;55,48;57,94;0,02;0,29;0,4;2,99;12,81;127;6;68;1;9;21;1;54;98
9022;ASV, ZAL;25;5,08;2,44;0,04;1,08;1,12;33,24;32,5;82,53;31,44;30,64;37,72;0,52;1,68;0;0,2;1;2,36;5,56;39,43;50,6;0,399;1,45;0,34;3,15;14,95;127;61;28;13;0;42;13;20;139
14108;VIR;28;4,5;0,71;1,32;1,79;3,11;68,53;0;54,81;87,11;0;12,67;0,25;0,57;0,61;0,14;1,89;1,21;6,43;68,53;67,82;0;1,25;0,42;4,4;10,64;126;20;87;7;17;16;0;55;180
8084;PAN;53;2,38;0,28;0,38;0,89;1,27;58,02;45,24;55,09;28,38;66,82;4,84;0,08;0,39;0,06;0,08;1,59;0,17;1,19;64,59;64,47;0,668;0,72;0,24;1,29;10,1;126;15;67;4;3;21;28;18;63
9600;BER;20;6,25;1,1;0,05;0,6;0,65;47,92;44,12;91,89;36,8;36;27,2;0,4;0,9;0;0,05;1,3;1,55;5,35;55,49;63,59;0,415;1,22;0,57;4,04;10,99;125;22;13;8;0;18;15;23;107
12740;PAM;30;4,13;0,73;0,3;1,03;1,33;36,5;27,87;64,6;24,21;58,11;17,68;0,27;0,7;0,03;0,2;1,53;0,83;1,57;40,09;43,59;0,677;1,04;0,26;1,53;15,71;124;22;40;8;1;21;24;15;47
14213;PAR;10;12,4;3,9;0,4;1,9;2,3;52,94;33,33;86,21;29,03;50,81;20,16;1,2;2,2;0;0,5;2,9;2,8;10,8;51,03;56,49;0,649;1,77;0,53;8,43;23,33;124;39;23;12;0;22;21;18;108
JAV;TIV, UNK;25;4,96;0,16;0,56;1,16;1,72;29,46;54,88;45,49;11,41;84,91;4,02;0,16;0,36;0,36;0,04;1,32;0,56;4,12;67,89;66,82;0,727;0,44;0,39;3,45;12,68;124;4;43;4;9;9;35;7;103
BFT;BER;24;5,16;0,79;1,46;2,33;3,79;51,59;49,49;56,2;75,73;2,37;21,78;0,21;1,04;0,29;0,34;3,17;2,25;5,21;52,08;54,32;0,021;0,76;0,29;3,28;17,95;124;19;91;5;7;25;1;47;125
8946;CAN;12;10,25;1,08;1,17;1,42;2,58;49,14;42,55;86,34;50,34;34,24;15,41;0,5;1;0,08;0,25;1,83;2;8,92;54,19;58,2;0,344;1,08;0,54;6,88;19,04;123;13;31;6;1;12;14;31;107
CSI;BAM;16;7,62;2,06;0,25;1,12;1,37;36,75;45,41;63,26;40,96;49,14;9,85;0,37;1,5;0,06;0,19;2,56;1,69;4,31;49,07;50,68;0,393;1,37;0,37;3,52;20,64;122;33;22;6;1;24;20;25;69
2741;BUD;28;4,32;0,64;0,96;1,54;2,5;46,81;0;61,27;71,3;0;28,94;0,43;0,86;0,29;0,36;2,29;2,54;4,68;46,81;51,58;0;0,74;0,35;2,76;12,19;121;18;70;12;8;24;0;43;131
KPV;KLA;10;12;1,8;1,8;3,4;5,2;61,76;57,14;75;35;50;15;0,7;2;0;0,3;2,7;2,4;13,7;73,91;75,41;0,507;0,9;0,46;9,73;25,87;120;18;52;7;0;20;20;21;137
4233;TEL;56;2,14;0,3;0,38;0,77;1,14;51,41;38,38;71,43;33,39;62,33;4,17;0,2;0,3;0,04;0,04;1,07;0,18;1,5;55,26;56,07;0,625;1;0,29;1,34;7,31;120;17;64;11;2;17;25;20;84
4428;PAN;21;5,71;1,43;0,1;1,24;1,33;37,63;43,33;73,55;25,05;47,61;27,55;0,43;0,86;0;0,24;1,43;2,29;5,72;51,97;57,87;0,524;1,66;0,41;3,77;13,89;120;30;28;9;0;18;19;15;120
3703;BAM;51;2,35;1,41;0,1;0,59;0,68;44,9;31,72;92,99;35,07;42,05;22,44;0,22;0,59;0,02;0,1;1,59;1,26;2,41;46,32;53,27;0,531;2,41;0,23;1,5;10,24;120;72;35;11;1;30;17;21;123
685;BER;18;6,67;0,67;0,77;2,17;2,94;45,7;46,38;61,98;43,41;49,91;6,68;0,67;1,28;0;0,27;2;1,23;5,34;55,97;56,75;0,43;0,52;0,33;3,94;20,49;120;12;53;12;0;23;20;26;96
5815;BAS, UNK;17;7;0,47;0,41;1,71;2,12;40,03;40,55;80,16;40,34;42,98;16,81;0,3;1,23;0,24;0,29;2;1,23;3,94;48,6;52,67;0,412;0,38;0,42;3,21;16,58;119;8;36;5;4;21;17;24;67
10386;PAN;20;5,95;0,95;0,3;0,9;1,2;48,48;41,67;55,56;53,78;37,82;8,4;0,4;0,95;0,1;0,4;1,7;1;3,4;53,43;54,13;0,353;1;0,43;3,15;13,98;119;19;24;8;2;19;15;32;68
1949;BES, CHO;30;3,97;0,8;2,2;2,17;4,37;49,47;0;63,13;75,63;0;24,37;0,53;0,87;1,06;0,23;2,67;1,7;6,56;49,47;53,52;0;0,92;0,25;4,32;16,18;119;24;131;16;32;26;0;45;197
11816;VIR;44;2,68;0,43;0,59;1,25;1,84;71,37;49,4;50;84,72;12,59;2,52;0,25;0,3;0,07;0,02;1,41;0,34;3,25;71,71;71,36;0,125;1,47;0,27;2,4;9,83;118;19;81;11;3;13;5;50;143
CQJ;CTU;25;4,72;1,16;0,16;0,8;0,96;48,29;31,83;84,33;25,42;55,87;18,61;0,24;0,8;0;0,12;2,12;0,92;2,28;47,91;52,89;0,69;1,45;0,27;2,2;17,68;118;29;24;6;0;20;22;15;57
14190;BAS;25;4,72;0,6;0,88;1,52;2,4;62,75;35;85,71;54,24;35,59;10,17;0,28;0,32;0,08;0,04;1,64;0,84;5,04;58,24;60,72;0,44;1,88;0,27;3,73;17,72;118;15;60;7;2;8;14;32;126
7948;PAN;35;3,37;0,31;1,2;0,71;1,92;66,29;100;43,45;83,04;2,67;14,35;0,43;0,77;0,14;0,17;1,75;1,11;3,26;67,46;64,05;0,014;0,41;0,39;2,52;8,56;118;11;67;15;5;27;1;49;114
4271;BAS;15;7,8;3;0,27;1,07;1,33;50,85;30;91,3;51,28;30,77;17,95;0,4;1,67;0,13;0,2;2,33;2,07;6,6;48,48;53,61;0,404;1,8;0,37;4,75;20,9;117;45;20;6;2;25;12;30;99
118;BAM;52;2,25;0,71;0,21;0,9;1,12;39,47;32,76;78,67;32,34;48,72;18,85;0,4;0,44;0,02;0,13;1,33;0,81;1,98;44,76;49,46;0,547;1,61;0,18;1,43;12,2;117;37;58;21;1;23;19;19;103
8066;RED;18;6,5;1,61;0,17;1,61;1,78;32,15;40;87,21;30,77;46,15;23,08;0,44;1,28;0,06;0,06;1,67;1,39;4,94;44,56;51,05;0,446;1,26;0,5;3,55;13;117;29;32;8;1;23;18;18;89
7673;PAR, TEL;55;2,11;0,45;0,31;0,8;1,11;46,02;37,06;86,31;37,98;51,95;10,33;0,27;0,2;0,02;0,06;0,97;0,43;2,05;51,1;53,62;0,531;2,23;0,2;1,57;10,4;116;25;61;15;1;11;20;22;113
11264;UNK;20;5,8;0,6;0,25;0,95;1,2;45,45;45,1;77,78;34,48;59,48;6,03;0,45;1;0;0,2;2;0,55;2,65;57,37;58,61;0,537;0,6;0,44;2,82;13,08;116;12;24;9;0;20;23;20;53
5825;TEL;20;5,75;1,1;0,6;2,15;2,75;62,5;43,17;53,13;43,53;49,59;6,94;0,9;0,45;0,3;0,25;2,1;0,8;6,45;63,68;63,4;0,524;2,45;0,37;5,2;15,71;115;22;55;18;6;9;19;25;129
4943;NOV;23;5;0,87;0,39;1,61;2;40,24;37,91;92,27;24,46;65,27;10,39;1,18;0,96;0;0,13;2,3;0,65;3,56;51,1;53,91;0,654;0,91;0,27;3,25;18,46;115;20;46;27;0;22;25;14;82
KWG;CTU, SIE;30;3,83;0,63;0,83;1,26;2,1;49,92;0;73,14;90,3;0;9,57;0,33;0,57;0,23;0,23;1,8;0,8;3,44;49,45;51,52;0,01;1,12;0,32;2,63;11,94;115;19;63;10;7;17;0;52;103
8325;DUB;28;4,11;0,54;1,25;2,11;3,36;56,29;0;67,42;78,35;0;21,65;0,32;0,61;0,04;0,21;1,32;1,32;5,79;54,95;58,53;0,024;0,89;0,38;3,63;10,86;115;15;94;9;1;17;0;45;162
KRD;MIL;7;16,43;1,14;1,14;3,29;4,43;52,88;26,57;75,36;31,28;20,82;47,84;0,71;1,71;0,43;0,14;3;9;19,29;46,78;59,79;0,469;0,67;0,58;11,16;28,29;115;8;31;5;3;12;8;18;135
CJF;MAL;15;7,67;1,6;1,4;2,6;4;59,96;7,28;70,82;78,2;2,66;19,12;0,54;1,13;0,4;0,2;1,87;1,73;9,26;52,24;56,01;0,157;1,41;0,37;6,31;20,9;115;24;60;8;6;17;1;45;139
898;LIE;15;7,67;0,2;1,8;4;5,8;70,76;0;88,48;79,92;0;20,03;0,2;1,4;0,67;0,54;3,07;1,6;9,67;70,76;75,27;0;0,14;0,5;6,43;15,43;115;3;87;3;10;21;0;46;145
12709;MCO;26;4,42;1,12;0,31;1,12;1,42;42,21;36,32;77,88;29,41;52,26;18,33;0,42;0,58;0,04;0,19;0,92;1,35;4,62;49,32;53,67;0,579;1,93;0,4;3,17;11,02;115;29;37;11;1;15;20;17;120
554;CAN;28;4,07;3,32;0,5;0,82;1,32;31,56;33,33;89,42;34,89;42,01;22,85;0,32;1,36;0,04;0,14;1,54;1,14;4,39;39,52;46,07;0,432;2,44;0,28;3,06;14,61;114;93;37;9;1;38;16;20;123
TGV;BAR;10;11,4;1,5;0,5;2,6;3,1;44,48;45,43;84,07;42,15;39,48;18,42;0,6;1,5;0,2;0,5;2,4;3,4;10,6;53,46;58,15;0,379;1;0,42;7,17;27,21;114;15;31;6;2;15;15;24;106
4198;CHL;10;11,3;1,1;3,1;4,5;7,6;52,38;0;64,1;77,88;0;22,12;1,1;2,4;0,7;0,4;3,3;4,5;14,8;51,76;55,31;0,012;0,46;0,49;8,71;23,04;113;11;76;11;7;24;0;44;148
6640;DAR, DARUSSAFAKA TEKFEN ISTANBUL, IST;39;2,87;0,97;0,28;0,72;1;52,09;25,95;65,96;40,93;40,39;18,82;0,72;0,7;0,03;0,05;1,97;1,23;2,18;44,59;48,2;0,569;1,4;0,29;1,67;9,89;112;38;39;28;1;27;15;23;85
AYR;ULK;17;6,59;0,88;2,76;5,24;8;51,79;34,15;50;51,79;37,5;10,71;0,65;1,06;0,12;0,06;1,53;1,47;11,18;51,55;52,06;0,423;0,83;0,33;6,51;19,81;112;15;136;11;2;18;14;29;190
396;LIE;15;7,47;1,4;1,33;2,73;4,06;45,61;33,45;70,96;55,38;29,57;15,18;0,6;1,13;0,67;0,2;2,2;1,47;7,74;47,1;50,21;0,327;1,23;0,3;5,48;25,11;112;21;61;9;10;17;11;31;116
3437;;10;11,2;2;0,3;2,7;3;53,97;43,48;93,33;60,71;26,79;12,5;0,6;1,8;0,1;0,4;2;2,2;10,6;56,98;60,48;0,267;1,11;0,38;7,39;29,44;112;20;30;6;1;18;10;34;106
7929;IST, MUN, ULK;45;2,49;0,25;0,24;0,96;1,2;60,32;39,06;62,88;43,02;48,23;8,9;0,26;0,55;0,18;0,07;1,27;0,65;2,02;59,4;60,21;0,536;0,44;0,25;1,43;9,89;112;11;54;12;8;25;18;24;91
1157;CHL, LMG;14;8;3,14;0,43;2,07;2,5;39,58;28,89;81,4;33,93;34,82;31,25;0,43;2,43;0;0,36;2,43;3,36;7,21;41,4;50,04;0,484;1,29;0,32;4,19;25,16;112;44;35;6;0;34;13;19;101
7872;IST;16;7;2;0,31;1,25;1,56;56,71;38,52;82,98;37,43;40,29;22,29;0,44;1,12;0,12;0,25;2,25;1,88;6,56;57,26;62,76;0,514;1,79;0,42;4,94;16,82;112;32;25;7;2;18;15;21;105
8161;MCO;33;3,36;0,54;0,7;1,3;2;52,91;21,77;76,44;50,57;32,4;17,16;0,24;0,43;0,15;0,15;1,61;0,58;2,45;42,59;46,61;0,509;1,28;0,31;2,03;10,68;111;18;66;8;5;14;12;28;81
8850;BAS;83;1,34;0,32;0,29;0,57;0,86;53,97;32,26;56,94;44,85;51,51;3,66;0,16;0,28;0,05;0,1;1,18;0,24;0,64;50,84;51,23;0,562;1,16;0,19;0,68;6,9;111;27;71;13;4;23;19;25;53
10603;RED;23;4,83;0,22;0,74;1,13;1,87;65;35,06;81,25;53,83;37,89;8,07;0,17;0,35;0,3;0,13;1,52;0,57;4,04;59,22;61,12;0,465;0,63;0,36;3,37;13,36;111;5;43;4;7;8;14;30;93
10641;BAR;51;2,18;0,24;0,51;0,94;1,45;74,23;0;39,6;82,74;0;17,12;0,06;0,51;0,39;0,02;0,92;0,78;2,76;74,23;66,89;0;0,46;0,36;1,72;6,02;111;12;74;3;20;26;0;46;141
13269;BAR;34;3,26;0,71;0,77;1,15;1,91;51,34;28,74;75;45,24;42,86;11,61;0,5;0,26;0,15;0,09;1,82;0,85;3,23;46,98;49,72;0,53;2,7;0,21;2,54;15,17;111;24;65;17;5;9;16;25;110
TEZ;CHL;8;13,88;1,12;0,88;2,25;3,12;38,89;46,15;73,4;25,22;64,84;9,94;1,12;2,38;0,12;0,62;2,25;2,12;9,5;56,82;58,68;0,591;0,47;0,48;7,88;28,85;111;9;25;9;1;19;24;14;76
6832;ASV;30;3,67;0,27;0,53;1,27;1,8;61,68;32,52;45,98;56,13;32,7;10,9;0,5;0,47;0,4;0,17;1,63;0,7;3,13;56,21;55,9;0,424;0,57;0,26;2,62;14,37;110;8;54;15;12;14;12;31;94
BMK;CHA;20;5,5;0,55;1,85;2,7;4,55;65,28;0;41,03;85,45;0;14,55;0,4;0,9;1,4;0,2;3,15;2;7,75;65,28;61,69;0;0,61;0,3;5,17;18,24;110;11;91;8;28;18;0;47;155
1202;MIL;10;11;3,3;0,6;1,1;1,7;61,36;43,33;85;49,09;35,45;15,45;1,2;2,3;0;0,4;1,9;2,4;11,3;62,84;66,43;0,405;1,43;0,37;8,5;29,47;110;33;17;12;0;23;13;27;113
8052;OLY;24;4,54;0,12;0,34;1,08;1,42;56,16;41,76;65,45;34,97;57,57;7,26;0,16;0,25;0,09;0;1,21;0,42;3,29;60,02;61;0,596;0,5;0,47;2,83;9,65;109;3;34;4;2;6;21;19;79
9578;RED;21;5,19;2,76;0,52;1,05;1,57;41,42;41,3;100;58,57;32,95;8,29;0,81;1,76;0,1;0,29;2,1;0,76;4,1;47,03;49,53;0,273;1,57;0,32;3,38;16,22;109;58;33;17;2;37;12;32;86
JPJ;BER, CTU;18;6;3,17;0,28;1,72;2;34,8;32,79;45,92;31,57;58,35;10,23;0,78;1,44;0;0,5;2,22;2,28;5,17;42,96;43,68;0,567;2,19;0,28;3,53;21,41;108;57;36;14;0;26;21;17;93
634;BES, LIE;25;4,32;0,36;1;1,96;2,96;64,25;0;41,72;83,26;0;16,64;0,28;0,92;0,44;0,2;2,04;1,52;4,68;63,36;60,06;0,014;0,39;0,33;3,04;13,07;108;9;74;7;11;23;0;45;117
ALR;KHI, UNK;29;3,72;0,48;1,14;2,04;3,17;64,94;0;30,87;92,58;0;7,42;0,34;0,76;0,52;0,17;2,35;0,83;4,24;64,94;61,08;0;0,64;0,26;3,06;14,51;108;14;92;10;15;22;0;50;123
4223;LJU, OLY;30;3,6;2,1;0,13;0,67;0,8;53,42;27,25;92,99;70,29;16,67;12,9;0,17;1,27;0;0,04;2,13;0,77;2,33;50,45;54,18;0,237;1,66;0,3;1,81;12,13;108;63;24;5;0;38;6;38;70
2561;CAN, RED;23;4,7;3,13;0,22;1,18;1,39;40,44;22,9;81,18;46,39;22,21;31,53;0,4;1,48;0;0,17;2,48;2,04;4,39;38,25;46,83;0,36;2,11;0,31;2,81;15,21;108;72;32;9;0;34;8;25;101
5793;PRS;35;3,09;0,37;0,8;1,26;2,06;56,76;45,63;62,53;29,36;60,78;9,23;0,4;0,46;0,31;0,12;1,54;0,57;3,43;64,15;65,14;0,632;0,82;0,23;2,68;13,52;108;13;72;14;11;16;22;16;120
KNN;PAR;7;15,43;0,71;1,86;2,71;4,57;54,93;0;81,1;72,2;0;27,8;0,29;1,14;0,29;1,14;3,57;6,86;16,71;54,93;61,88;0;0,62;0,56;10,7;27,37;108;5;32;2;2;8;0;39;117
KNH;GAL;16;6,69;0,88;0,69;1,88;2,56;37,51;29,78;77,89;39,25;47,6;13,1;0,31;1,06;0,13;0,38;1,31;1,44;4,31;41,12;44,25;0,505;0,82;0,34;3,07;19,94;107;14;41;5;2;17;17;21;69
LOZ;MAL;13;8,23;3,07;0,46;1,31;1,77;40;32,2;72,33;22,42;53,25;24,33;0,77;2,08;0,07;0,07;1,84;2,69;7,38;45,51;51,05;0,663;1,48;0,41;4,96;20,15;107;40;23;10;1;27;19;12;96
7961;RED;28;3,82;0,46;1;1,5;2,5;49,21;18,94;83,82;65,45;19,63;14,92;0,36;0,46;0,43;0,07;2,04;0,79;3,32;42,1;45,92;0,342;1;0,32;2,53;11,84;107;13;70;10;12;13;7;35;93
6768;BAR;65;1,64;0,48;0,61;1,2;1,82;43,19;32,26;65,42;54,21;33,31;12,23;0,26;0,46;0,05;0,09;1,37;0,49;1,74;45,03;47,43;0,354;1,03;0,17;1,14;9,95;107;31;118;17;3;30;12;29;113
JMR;GAL, MUN;26;4,11;0,62;1,23;2;3,23;41,2;24,23;77,86;61,62;25,18;13,05;0,11;0,62;0,11;0,58;1,42;1,04;3,58;39,66;42,81;0,317;1,01;0,3;2,45;13,64;107;16;84;3;3;16;9;33;93
702;CHO;10;10,7;0,3;2,7;3,1;5,8;43,02;29,63;75;69,16;22,43;8,41;0,5;1,2;0,7;0,5;2;0,8;8;43,36;45,23;0,239;0,25;0,42;6,49;25,48;107;3;58;5;7;12;8;37;80
DHI;UNK;18;5,94;0,56;0,45;3,39;3,83;40,79;36,8;81,31;44,97;30,95;24,28;0,72;0,5;0,78;0,06;1,72;2,05;8,28;45,65;51,93;0,337;1,11;0,27;4,93;21,7;107;10;69;13;14;9;11;24;149
3571;CSK;38;2,79;0,32;0,45;0,84;1,29;71,52;39,84;75,13;71,51;11,31;17;0,16;0,47;0,29;0,08;1,87;0,71;2,42;69,65;72,03;0,159;0,67;0,32;1,93;8,62;106;12;49;6;11;18;4;38;92
11050;PAR;36;2,95;0,28;0,78;1,19;1,97;67,68;0;81,69;82,87;0;16,98;0,28;0,55;0,5;0,22;1,61;0,56;3,44;67,68;71,06;0;0,5;0,39;2,65;7,56;106;10;71;10;18;20;0;44;124
KBD;MAL;13;8,16;0,39;1,92;2,15;4,08;53,49;0;53,56;71,63;0;28,29;0,38;1,46;0,31;0,46;2,31;3,92;8,46;53,49;55,44;0;0,27;0,53;5,17;15,44;106;5;53;5;4;19;0;38;110
2081;MIL;54;1,96;0,67;0,35;0,74;1,09;49,13;32,53;66,29;51,03;39,45;9,4;0,43;0,3;0,02;0,09;1,33;0,29;1,59;48,98;50,71;0,438;2,25;0,19;1,5;10,41;106;36;59;23;1;16;14;27;86
1398;CHO, STR;19;5,58;0,37;0,84;1,69;2,53;57,63;33,66;71,43;92,43;2,89;4,72;0,21;0,68;0,47;0,05;1,63;0,84;5,53;57,38;58,17;0,034;0,54;0,42;3,91;13,37;106;7;48;4;9;13;1;49;105
2705;LJU;7;15;1,71;0,71;3,29;4;63,17;41,63;91,94;45,73;42,8;11,4;0,29;1,71;0;0,14;2,14;1,29;13,14;62,82;65,86;0,486;1;0,52;10,17;28,93;105;12;28;2;0;12;15;24;92
5850;ZGO;10;10,5;3,8;0,1;2,6;2,7;45,45;31,58;84,09;47,62;17,14;35,24;0,6;1,6;0;0,4;2,2;5,2;13,6;45,95;56,23;0,257;2,38;0,35;7,91;29,61;105;38;27;6;0;16;6;25;136
7550;BER;28;3,75;2,53;0,36;1;1,36;38,58;40,19;82,93;47,73;34,4;18,13;0,75;2,14;0;0,1;1,82;1,46;3,57;45,43;49,99;0,316;1,18;0,29;2,05;13,04;105;71;38;21;0;60;12;25;100
5738;VIR;21;4,95;0,52;0,43;0,95;1,38;67,58;29,55;75,44;59,8;31,52;8,69;0,19;0,52;0,14;0,05;2,14;0,33;2,71;57,22;58,92;0,446;1;0,38;2,79;13,06;104;11;29;4;3;11;11;31;57
1216;CHA;10;10,4;2;0,4;1,9;2,3;45,45;29,73;84,62;57,69;31,73;10,58;0,8;1,9;0;0,7;1,8;2,5;7,2;45,15;47,83;0,359;1,05;0,34;5,18;30,25;104;20;23;8;0;19;11;30;72
TFU;IST;16;6,5;0,81;1,75;3,31;5,06;46,43;38,03;59,47;49,99;31,78;18,28;0,88;0,75;0,62;0,5;3,44;2,13;7,5;50,05;52,51;0,341;1,08;0,31;5,36;20,9;104;13;81;14;10;12;11;26;120
KYC;BAM;10;10,4;1,4;0,2;0,4;0,6;44,07;33,33;95;50;31,73;18,27;0,7;1;0,1;0,3;1,9;2,3;6,7;46,2;51,59;0,359;1,4;0,53;5,65;19,56;104;14;6;7;1;10;11;26;67
